Timestamp	Quat_w	Quat_x	Quat_y	Quat_z	Acc_x	Acc_y	Acc_z	Gyro_x	Gyro_y	Gyro_z
4.22	10684	-542	-12409	-126	2028	-67	-293	0	-1	-5
4.23	10684	-542	-12408	-126	2020	-64	-298	0	-1	2
4.24	10684	-542	-12409	-126	2021	-70	-313	-1	0	-2
4.25	10684	-542	-12409	-126	2028	-64	-310	-1	-1	-2
4.26	10684	-542	-12409	-126	2024	-62	-307	-1	0	2
4.27	10684	-542	-12409	-126	2017	-59	-303	0	0	-3
4.28	10684	-542	-12409	-126	2018	-67	-312	-1	0	4
4.29	10684	-542	-12409	-126	2021	-71	-305	0	-1	-4
4.3	10684	-542	-12409	-126	2024	-66	-297	-1	0	4
4.31	10684	-542	-12408	-126	2037	-72	-305	0	-2	-3
4.32	10685	-542	-12408	-126	2031	-66	-305	-1	-1	-2
4.33	10685	-542	-12408	-126	2033	-64	-307	0	0	3
4.34	10684	-542	-12408	-126	2019	-67	-310	-1	0	-4
4.35	10684	-542	-12409	-126	2019	-61	-311	0	-1	4
4.36	10684	-542	-12409	-126	2022	-72	-309	-1	0	-5
4.37	10684	-542	-12409	-126	2023	-62	-320	0	-2	2
4.38	10684	-542	-12409	-126	2024	-63	-309	0	-1	-2
4.39	10684	-542	-12409	-126	2026	-64	-322	0	0	0
4.4	10684	-542	-12409	-125	2013	-74	-309	0	0	2
4.41	10683	-543	-12409	-125	2022	-66	-316	0	0	-4
4.42	10683	-542	-12409	-125	2026	-64	-308	-1	0	5
4.43	10683	-542	-12409	-126	2027	-64	-312	-1	-1	-4
4.44	10683	-542	-12409	-125	2021	-67	-303	0	0	2
4.45	10683	-543	-12410	-125	2029	-67	-319	-1	0	-1
4.46	10683	-543	-12409	-125	2017	-70	-301	0	0	1
4.47	10683	-543	-12410	-125	2017	-66	-312	-1	0	0
4.48	10683	-543	-12409	-125	2029	-64	-304	0	1	-3
4.49	10683	-543	-12410	-125	2028	-63	-314	0	-1	4
4.5	10683	-543	-12410	-125	2022	-62	-319	-1	-1	-5
4.51	10683	-543	-12410	-125	2027	-68	-305	0	0	3
4.52	10683	-543	-12410	-125	2025	-63	-323	0	-2	-4
4.53	10683	-543	-12410	-125	2023	-67	-299	0	-1	1
4.54	10683	-543	-12410	-125	2027	-63	-310	0	0	1
4.55	10683	-543	-12410	-125	2029	-72	-310	0	0	-4
4.56	10680	-542	-12412	-126	2017	-66	-308	1	1	3
4.57	10680	-542	-12412	-126	2027	-69	-321	-1	-2	-4
4.58	10680	-542	-12412	-126	2024	-63	-299	0	0	3
4.59	10680	-542	-12412	-126	2026	-66	-312	-2	0	-3
4.6	10680	-542	-12412	-126	2023	-70	-303	0	-2	0
4.61	10680	-542	-12412	-126	2024	-66	-313	0	0	0
4.62	10680	-542	-12412	-126	2022	-67	-311	0	-1	-3
4.63	10680	-542	-12412	-126	2022	-61	-307	0	0	3
4.64	10680	-542	-12412	-126	2018	-62	-303	0	0	-4
4.65	10680	-542	-12412	-126	2022	-67	-317	-3	-2	3
4.66	10680	-543	-12412	-126	2027	-74	-306	0	1	-4
4.67	10680	-543	-12412	-125	2025	-71	-296	0	-1	0
4.68	10680	-543	-12412	-126	2020	-62	-309	0	-2	0
4.69	10680	-543	-12412	-126	2016	-65	-314	0	2	-4
4.7	10680	-543	-12412	-125	2016	-67	-314	-1	1	5
4.71	10680	-543	-12412	-125	2022	-69	-305	0	1	-5
4.72	10680	-543	-12412	-125	2027	-63	-294	-3	-1	3
4.73	10680	-543	-12412	-125	2012	-70	-310	-2	-2	-2
4.74	10680	-543	-12412	-125	2030	-66	-310	0	0	-1
4.75	10680	-543	-12412	-125	2022	-70	-300	-3	-1	0
4.76	10680	-543	-12412	-125	2025	-75	-317	-1	-1	-3
4.77	10680	-543	-12412	-125	2029	-65	-307	0	1	4
4.78	10680	-543	-12412	-125	2032	-67	-307	0	-1	-5
4.79	10680	-543	-12412	-125	2027	-72	-313	-1	-1	3
4.8	10680	-543	-12412	-125	2025	-65	-306	-2	1	-2
4.81	10680	-543	-12412	-125	2022	-66	-309	-1	1	0
4.82	10680	-543	-12412	-125	2023	-66	-328	0	-1	2
4.83	10680	-543	-12412	-125	2033	-64	-316	-1	-1	-4
4.84	10680	-543	-12413	-125	2021	-64	-316	-1	-1	3
4.85	10680	-543	-12413	-125	2027	-66	-311	-3	0	-5
4.86	10680	-543	-12413	-125	2024	-60	-310	1	0	2
4.87	10680	-543	-12413	-125	2023	-66	-311	-1	1	-1
4.88	10680	-543	-12413	-125	2024	-66	-309	-3	-1	0
4.89	10680	-543	-12413	-125	2022	-61	-308	-1	2	1
4.9	10679	-543	-12413	-125	2022	-66	-316	-1	0	-4
4.91	10679	-543	-12413	-125	2023	-66	-317	-1	1	5
4.92	10679	-543	-12413	-125	2027	-63	-320	-1	-1	-5
4.93	10679	-543	-12413	-125	2028	-69	-316	0	-2	2
4.94	10679	-543	-12413	-125	2028	-64	-312	-2	-1	-3
4.95	10679	-543	-12413	-125	2030	-62	-299	-1	1	2
4.96	10679	-543	-12413	-125	2020	-67	-317	-3	0	1
4.97	10679	-543	-12413	-125	2022	-65	-310	-2	1	-1
4.98	10679	-543	-12413	-125	2027	-64	-302	-2	1	3
4.99	10679	-543	-12413	-125	2025	-78	-314	-1	-1	-2
5	10679	-543	-12413	-125	2024	-63	-318	-1	1	4
5.01	10679	-543	-12413	-125	2025	-63	-305	-1	0	-3
5.02	10679	-543	-12413	-125	2023	-64	-314	-1	1	1
5.03	10678	-543	-12414	-125	2020	-66	-318	-1	-1	0
5.04	10678	-543	-12414	-125	2032	-62	-308	-2	0	-4
5.05	10678	-543	-12414	-125	2021	-66	-311	-1	0	3
5.06	10678	-543	-12414	-125	2021	-70	-302	-1	0	-4
5.07	10678	-543	-12414	-125	2021	-68	-311	-2	-1	3
5.08	10678	-543	-12414	-125	2025	-71	-314	-1	2	-2
5.09	10678	-543	-12414	-125	2027	-61	-319	0	-1	-1
5.1	10678	-543	-12414	-125	2021	-67	-311	-1	-1	-1
5.11	10678	-543	-12414	-125	2022	-71	-310	0	0	-2
5.12	10678	-543	-12414	-125	2036	-61	-321	-2	-1	4
5.13	10678	-543	-12414	-125	2027	-59	-309	-1	0	-4
5.14	10678	-543	-12414	-125	2022	-66	-308	-1	0	4
5.15	10678	-543	-12414	-125	2020	-64	-305	-2	0	-2
5.16	10678	-543	-12414	-125	2023	-61	-303	-1	0	0
5.17	10678	-543	-12414	-125	2023	-63	-315	-1	0	0
5.18	10678	-543	-12414	-125	2022	-73	-306	-1	0	-1
5.19	10678	-543	-12414	-125	2017	-64	-311	-2	0	2
5.2	10678	-543	-12414	-125	2021	-68	-317	-2	-1	-5
5.21	10676	-543	-12416	-125	2022	-64	-293	1	0	2
5.22	10676	-543	-12415	-125	2023	-64	-301	-2	0	-1
5.23	10676	-543	-12415	-125	2020	-64	-308	0	1	1
5.24	10676	-543	-12415	-125	2024	-68	-304	2	0	0
5.25	10676	-543	-12416	-125	2031	-71	-320	-1	-1	-4
5.26	10676	-543	-12416	-125	2023	-67	-314	0	-1	3
5.27	10676	-543	-12416	-125	2028	-74	-304	0	-1	-6
5.28	10676	-543	-12416	-125	2022	-68	-315	0	0	4
5.29	10676	-543	-12416	-125	2028	-61	-312	-1	0	-3
5.3	10676	-543	-12416	-125	2020	-66	-304	0	0	0
5.31	10676	-543	-12415	-125	2024	-63	-301	0	0	2
5.32	10676	-543	-12415	-125	2028	-63	-310	0	0	-2
5.33	10676	-543	-12416	-125	2021	-65	-318	1	0	4
5.34	10676	-543	-12416	-125	2016	-71	-310	0	1	-4
5.35	10676	-543	-12416	-125	2027	-68	-309	0	1	5
5.36	10676	-543	-12415	-125	2026	-65	-297	-3	-1	-4
5.37	10676	-543	-12416	-125	2040	-71	-322	0	-1	1
5.38	10676	-543	-12416	-125	2025	-55	-305	0	1	0
5.39	10676	-543	-12416	-125	2022	-59	-312	0	-2	-3
5.4	10676	-543	-12416	-125	2030	-65	-308	-1	2	4
5.41	10676	-543	-12416	-125	2022	-69	-313	1	-1	-3
5.42	10676	-543	-12415	-125	2022	-68	-293	-1	0	4
5.43	10676	-543	-12415	-125	2031	-71	-310	0	0	-3
5.44	10676	-543	-12415	-125	2026	-67	-309	0	0	-1
5.45	10676	-543	-12415	-125	2020	-58	-313	0	-2	1
5.46	10676	-543	-12416	-125	2020	-69	-321	0	2	-3
5.47	10676	-543	-12415	-125	2021	-67	-300	1	0	4
5.48	10676	-543	-12415	-125	2025	-63	-301	-1	1	-3
5.49	10676	-543	-12415	-125	2027	-67	-314	-1	0	3
5.5	10676	-543	-12415	-125	2024	-68	-308	0	-2	-3
5.51	10676	-543	-12415	-125	2023	-61	-308	0	-1	1
5.52	10676	-543	-12415	-125	2019	-60	-305	2	1	1
5.53	10677	-543	-12415	-125	2024	-67	-303	0	-1	-3
5.54	10677	-543	-12415	-125	2026	-66	-311	1	0	4
5.55	10676	-543	-12415	-125	2030	-58	-317	0	-2	-6
5.56	10676	-543	-12415	-125	2031	-64	-307	1	0	3
5.57	10677	-543	-12415	-125	2036	-59	-310	2	0	-3
5.58	10677	-543	-12415	-125	2026	-61	-303	-1	-1	0
5.59	10676	-543	-12415	-125	2020	-66	-317	1	1	1
5.6	10677	-543	-12415	-125	2035	-69	-306	-1	-2	-4
5.61	10677	-543	-12415	-125	2018	-73	-309	0	0	3
5.62	10677	-543	-12415	-125	2024	-74	-302	0	0	-6
5.63	10676	-543	-12415	-125	2024	-64	-320	0	-1	4
5.64	10677	-543	-12415	-125	2023	-64	-297	0	1	-3
5.65	10677	-543	-12415	-125	2029	-68	-308	0	1	2
5.66	10677	-543	-12415	-125	2025	-61	-300	-1	0	0
5.67	10677	-543	-12415	-125	2025	-65	-300	-1	1	-2
5.68	10677	-543	-12415	-125	2027	-75	-312	0	1	3
5.69	10677	-543	-12415	-125	2023	-60	-312	0	0	-5
5.7	10677	-543	-12415	-125	2022	-75	-303	-1	1	4
5.71	10677	-543	-12415	-125	2020	-71	-304	0	-2	-4
5.72	10677	-543	-12415	-125	2017	-65	-305	0	0	2
5.73	10677	-544	-12415	-125	2023	-70	-313	0	0	1
5.74	10677	-543	-12415	-125	2026	-61	-313	-1	0	-3
5.75	10677	-544	-12415	-125	2023	-68	-316	-1	0	4
5.76	10677	-544	-12415	-124	2029	-69	-295	0	0	-7
5.77	10677	-544	-12415	-125	2028	-62	-319	1	0	5
5.78	10677	-543	-12415	-125	2025	-63	-300	0	0	-4
5.79	10677	-543	-12415	-125	2024	-64	-301	0	-1	0
5.8	10677	-543	-12415	-125	2021	-70	-308	-1	0	0
5.81	10677	-543	-12414	-125	2031	-60	-302	-1	-2	-4
5.82	10677	-543	-12415	-125	2021	-66	-325	-1	0	4
5.83	10677	-543	-12415	-125	2026	-65	-305	0	0	-6
5.84	10677	-543	-12415	-125	2019	-64	-320	0	-1	3
5.85	10677	-544	-12415	-125	2034	-72	-311	0	1	-3
5.86	10677	-543	-12415	-125	2029	-62	-316	0	-2	-1
5.87	10677	-544	-12415	-124	2026	-60	-319	-1	0	-4
5.88	10677	-544	-12415	-124	2026	-50	-315	3	1	8
5.89	10677	-544	-12415	-124	2025	-70	-311	-1	3	-2
5.9	10677	-544	-12415	-124	2017	-83	-311	2	2	5
5.91	10677	-544	-12415	-124	2025	-76	-286	-2	-2	-7
5.92	10677	-544	-12414	-124	2019	-60	-300	1	-1	-1
5.93	10677	-544	-12414	-124	2011	-62	-304	0	2	0
5.94	10677	-544	-12415	-124	2046	-59	-327	-1	-1	1
5.95	10677	-544	-12415	-124	1993	-59	-307	0	2	-8
5.96	10677	-544	-12415	-124	2030	-68	-322	4	2	8
5.97	10677	-544	-12415	-124	2020	-74	-305	-5	1	-3
5.98	10677	-544	-12415	-124	2031	-70	-318	8	-6	0
5.99	10677	-544	-12415	-124	2011	-67	-306	-10	6	-1
6	10677	-544	-12415	-124	2023	-54	-321	9	-9	-2
6.01	10677	-544	-12415	-124	2032	-65	-310	-5	9	-1
6.02	10677	-544	-12415	-124	2017	-67	-304	3	-6	7
6.03	10677	-544	-12415	-124	2031	-68	-308	-4	3	-8
6.04	10677	-544	-12415	-124	2029	-74	-310	0	-2	6
6.05	10677	-544	-12415	-124	2018	-66	-322	1	-3	-8
6.06	10677	-544	-12415	-124	2022	-60	-297	1	-1	4
6.07	10677	-544	-12415	-124	2023	-62	-305	0	1	-1
6.08	10677	-544	-12415	-124	2031	-61	-305	1	1	-2
6.09	10677	-544	-12415	-124	2023	-71	-312	-3	2	5
6.1	10677	-544	-12415	-124	2026	-57	-309	2	-5	-8
6.11	10677	-544	-12415	-124	2027	-71	-310	-1	4	6
6.12	10677	-544	-12415	-124	2027	-59	-307	1	-4	-4
6.13	10677	-544	-12415	-124	2016	-64	-315	0	3	3
6.14	10677	-544	-12415	-124	2023	-68	-311	1	3	3
6.15	10677	-544	-12415	-124	2019	-67	-315	-2	-3	-6
6.16	10677	-544	-12415	-124	2026	-67	-303	-2	2	4
6.17	10677	-544	-12415	-124	2019	-64	-310	1	-4	-8
6.18	10677	-544	-12415	-124	2022	-59	-309	1	1	4
6.19	10677	-544	-12415	-124	2022	-72	-290	0	1	-2
6.2	10677	-544	-12415	-124	2024	-63	-298	-1	-1	-2
6.21	10677	-544	-12415	-124	2023	-69	-307	0	0	3
6.22	10677	-544	-12415	-124	2022	-69	-300	-1	-3	-8
6.23	10677	-544	-12415	-124	2019	-64	-324	0	0	5
6.24	10677	-544	-12415	-124	2022	-62	-315	0	1	-3
6.25	10677	-544	-12415	-124	2032	-67	-306	0	-1	5
6.26	10677	-544	-12415	-124	2021	-71	-302	0	3	-1
6.27	10677	-544	-12415	-124	2028	-67	-307	0	-3	0
6.28	10677	-544	-12415	-124	2018	-65	-302	1	1	0
6.29	10677	-544	-12415	-124	2026	-57	-312	0	-1	-4
6.3	10677	-544	-12415	-124	2020	-65	-311	0	2	4
6.31	10677	-544	-12415	-124	2020	-74	-320	0	2	-1
6.32	10677	-544	-12415	-124	2025	-63	-304	0	-2	3
6.33	10677	-544	-12415	-124	2022	-66	-308	-2	-1	-2
6.34	10677	-544	-12415	-124	2011	-67	-316	-1	-1	-2
6.35	10677	-544	-12415	-124	2023	-61	-315	1	-1	0
6.36	10677	-544	-12415	-124	2027	-70	-300	1	1	-4
6.37	10677	-544	-12415	-124	2023	-69	-312	1	-1	3
6.38	10677	-544	-12415	-124	2025	-70	-306	-2	2	-5
6.39	10677	-544	-12415	-124	2026	-69	-312	1	-2	2
6.4	10677	-544	-12415	-124	2029	-61	-299	-1	0	-3
6.41	10677	-544	-12415	-124	2019	-56	-308	1	0	1
6.42	10677	-544	-12415	-124	2025	-68	-325	-1	1	1
6.43	10677	-544	-12415	-124	2021	-73	-309	0	2	-1
6.44	10677	-544	-12415	-124	2018	-74	-310	0	-1	3
6.45	10677	-544	-12415	-124	2029	-65	-309	-1	0	-5
6.46	10677	-544	-12415	-124	2026	-74	-325	0	0	4
6.47	10676	-544	-12415	-124	2025	-61	-321	-1	-2	-5
6.48	10676	-544	-12416	-124	2017	-73	-324	0	2	2
6.49	10676	-544	-12416	-124	2025	-68	-309	0	0	-1
6.5	10676	-544	-12416	-124	2020	-63	-313	0	0	-4
6.51	10676	-544	-12416	-124	2024	-64	-320	1	2	4
6.52	10674	-539	-12418	-128	2029	-62	-314	-2	15	15
6.53	10675	-539	-12417	-127	2025	-110	-282	0	2	8
6.54	10671	-536	-12420	-130	2029	-65	-316	-1	-23	-24
6.55	10671	-536	-12420	-130	2028	-50	-314	-2	12	11
6.56	10671	-536	-12420	-130	2024	-45	-318	2	-12	-9
6.57	10671	-536	-12420	-131	2026	-55	-315	-1	8	5
6.58	10672	-536	-12420	-130	2026	-87	-282	-1	6	13
6.59	10672	-536	-12420	-130	2022	-82	-299	-3	-9	-10
6.6	10672	-536	-12419	-130	2021	-69	-290	1	2	5
6.61	10672	-536	-12420	-130	2029	-55	-327	2	-14	-16
6.62	10672	-536	-12420	-130	2021	-47	-327	1	6	6
6.63	10672	-536	-12420	-130	2022	-68	-301	0	3	5
6.64	10672	-536	-12420	-130	2028	-64	-309	1	-1	-5
6.65	10672	-536	-12419	-130	2024	-81	-295	2	7	13
6.66	10670	-535	-12421	-131	2018	-72	-315	-2	-12	-17
6.67	10670	-535	-12421	-131	2023	-54	-311	0	-1	3
6.68	10670	-535	-12421	-131	2015	-54	-311	1	1	1
6.69	10670	-535	-12421	-131	2021	-60	-310	2	1	-1
6.7	10670	-535	-12421	-131	2023	-78	-301	0	5	9
6.71	10515	-465	-12555	-106	1313	-76	-1444	356	-498	-257
6.72	10493	-564	-12571	5	2163	-148	-1087	126	202	793
6.73	10457	-614	-12598	20	2187	-557	-310	-171	-312	22
6.74	10494	-480	-12573	-73	1968	244	-207	113	186	-736
6.75	10476	-551	-12585	-47	2014	-83	-724	-143	59	390
6.76	10477	-568	-12583	-41	2130	-267	-289	-50	-48	-3
6.77	10493	-504	-12573	-107	1961	172	-126	-34	-7	-383
6.78	10506	-558	-12560	-100	2064	-75	-510	-164	172	258
6.79	10489	-541	-12575	-79	2015	-170	-244	139	-199	-58
6.8	10500	-509	-12566	-115	1980	123	-233	-23	17	-161
6.81	10532	-551	-12538	-102	2062	-158	-297	-104	200	183
6.82	10503	-527	-12563	-112	2032	-117	-368	37	-211	-172
6.83	10514	-524	-12554	-114	1996	66	-308	13	50	49
6.84	10514	-496	-12555	-157	11646	-3577	3142	-86	5	-275
6.85	10636	-359	-12455	-269	1706	1131	855	123	297	-353
6.86	10815	-432	-12300	-71	2211	-526	304	545	971	809
6.87	10737	-434	-12367	-117	1807	-317	-409	-234	-489	-320
6.88	10772	-382	-12338	-166	1972	350	-13	19	127	-186
6.89	10816	-460	-12297	-117	2107	-224	-278	-90	324	423
6.9	10771	-405	-12339	-94	2113	-328	-307	274	-337	-304
6.91	10793	-385	-12320	-110	1909	178	-80	21	74	-20
6.92	10841	-458	-12276	-79	2041	-290	-201	-152	324	301
6.93	10789	-414	-12323	-105	2059	-63	-503	49	-263	-294
6.94	10782	-426	-12329	-103	1962	92	-345	-23	-8	131
6.95	10810	-444	-12303	-88	2043	-217	-120	-14	130	47
6.96	10781	-417	-12329	-112	1997	5	-377	-2	-157	-180
6.97	10797	-449	-12314	-80	2044	-100	-314	14	139	234
6.98	10920	-298	-12203	-443	3269	1197	1682	-881	-139	-1308
6.99	10982	-363	-12148	-345	2007	-38	-537	157	625	625
7	11074	-539	-12059	-303	1956	-682	286	-519	440	558
7.01	10873	-455	-12243	-336	2240	-200	-1231	158	-986	-626
7.02	10900	-480	-12219	-299	1970	114	-270	69	218	323
7.03	10970	-563	-12154	-279	1997	-398	228	-242	284	245
7.04	10888	-465	-12229	-338	2006	95	-672	124	-364	-593
7.05	10882	-491	-12235	-280	2037	-37	-505	144	86	316
7.06	10915	-516	-12205	-264	1972	-281	30	-42	102	44
7.07	10891	-469	-12228	-305	1994	68	-395	7	-84	-308
7.08	10892	-516	-12226	-271	2045	-70	-407	-34	95	303
7.09	10884	-502	-12233	-283	2060	-140	-177	-6	-93	-163
7.1	10934	-471	-12189	-289	6261	-3404	-853	97	375	-144
7.11	10731	-489	-12367	-293	2256	504	-2047	-53	-565	305
7.12	10726	-587	-12370	-213	2083	93	-1072	-1	366	789
7.13	10662	-697	-12420	-170	1927	-759	-524	-285	-351	234
7.14	10615	-505	-12466	-303	2160	-170	-603	118	-186	-1394
7.15	10593	-501	-12486	-269	1867	54	-365	166	-140	147
7.16	10670	-604	-12416	-284	2070	0	-263	-426	544	432
7.17	10581	-636	-12491	-216	2026	-67	-305	1	0	0
7.18	10582	-636	-12490	-216	2018	-62	-303	-1	0	-4
7.19	10583	-636	-12490	-215	2025	-71	-292	2	-1	3
7.2	10583	-636	-12489	-216	2023	-60	-313	0	0	-4
7.21	10584	-636	-12489	-215	2021	-69	-306	-1	1	5
7.22	10584	-636	-12488	-215	2022	-62	-320	0	-2	-1
7.23	10585	-636	-12488	-215	2025	-65	-309	1	2	1
7.24	10586	-636	-12487	-215	2020	-75	-293	0	-1	3
7.25	10586	-637	-12487	-215	2029	-99	-297	-1	10	12
7.26	10586	-633	-12487	-218	2006	-59	-299	-6	-24	-27
7.27	10586	-633	-12487	-219	2023	-18	-335	4	-4	-4
7.28	10591	-635	-12483	-217	2028	-62	-302	-1	18	20
7.29	10590	-632	-12483	-219	2015	-51	-316	4	-18	-14
7.3	10598	-639	-12477	-214	2024	-100	-286	-5	29	28
7.31	10599	-639	-12476	-213	2029	-95	-281	2	-16	-16
7.32	10599	-639	-12476	-213	2033	-49	-322	1	-10	-15
7.33	10600	-639	-12475	-214	2025	-51	-309	-3	3	9
7.34	10600	-639	-12475	-214	2018	-45	-323	0	-11	-14
7.35	10605	-643	-12471	-211	2027	-68	-305	-1	21	26
7.36	10605	-643	-12470	-210	2023	-95	-304	0	-5	-8
7.37	10606	-643	-12470	-210	2018	-74	-300	0	2	-2
7.38	10607	-643	-12469	-210	2025	-68	-294	2	-5	-3
7.39	10607	-643	-12469	-210	2023	-45	-329	3	-14	-16
7.4	10610	-645	-12466	-209	2026	-62	-312	0	13	20
7.41	10610	-645	-12466	-208	2025	-82	-318	-2	1	-8
7.42	10611	-645	-12465	-208	2023	-68	-290	0	6	10
7.43	10612	-646	-12465	-208	2020	-83	-281	-1	-1	-5
7.44	10612	-646	-12464	-208	2024	-53	-323	2	-15	-11
7.45	10612	-645	-12464	-208	2022	-60	-327	-1	3	5
7.46	10598	-596	-12479	-244	4197	-3333	4699	23	-102	-344
7.47	10734	-562	-12359	-401	1727	1045	180	-444	818	-106
7.48	10911	-675	-12200	-288	2256	-369	-166	49	1246	782
7.49	10939	-742	-12172	-269	2129	-13	-343	-157	269	396
7.5	10819	-461	-12293	-213	1885	214	-1295	1297	-369	-858
7.51	10802	-480	-12307	-257	2188	467	30	-229	-290	186
7.52	10887	-564	-12228	-231	2040	-232	42	-209	482	373
7.53	10877	-524	-12240	-234	2094	-198	-71	123	-180	-265
7.54	10867	-508	-12248	-242	1938	250	-333	47	-15	57
7.55	10903	-543	-12216	-225	2040	-226	-113	-69	195	118
7.56	10863	-500	-12252	-255	2016	23	-335	34	-241	-271
7.57	10880	-525	-12237	-225	2044	-79	-375	30	187	205
7.58	10875	-525	-12241	-209	2017	-215	-203	60	-59	-33
7.59	10852	-512	-12262	-223	2001	52	-411	-6	-79	-62
7.6	10605	-597	-12473	-196	-157	-1213	-1241	-248	-1662	239
7.61	10725	-542	-12371	-249	1617	170	325	-1	592	-287
7.62	10603	-557	-12476	-238	1685	-80	-73	-27	-1018	52
7.63	10718	-495	-12378	-325	1973	323	118	-107	649	-368
7.64	10682	-540	-12408	-271	2057	-229	-500	43	-172	278
7.65	10681	-501	-12412	-252	2002	-97	-274	217	-37	-133
7.66	10693	-516	-12400	-263	2016	-69	-344	-106	115	7
7.67	10668	-544	-12421	-252	2055	-214	-441	-71	-116	59
7.68	10673	-530	-12417	-269	2001	35	-236	-13	2	-86
7.69	10687	-531	-12404	-258	2030	-69	-279	39	88	35
7.7	10683	-525	-12408	-260	2023	-69	-308	11	-29	-53
7.71	10680	-527	-12411	-253	2010	-37	-315	23	-21	30
7.72	10686	-539	-12405	-259	2025	-105	-280	-79	33	-3
7.73	10619	-549	-12456	-475	1213	483	115	-919	-596	-499
7.74	10559	-552	-12509	-405	1925	-108	-945	280	-130	194
7.75	10627	-658	-12448	-347	2193	-401	-36	-164	315	486
7.76	10585	-627	-12485	-345	2117	-397	-438	81	-265	-330
7.77	10558	-652	-12508	-306	2014	-43	-635	80	-51	239
7.78	10606	-698	-12465	-287	2040	-242	-4	-105	172	179
7.79	10557	-657	-12508	-325	2067	-47	-577	-17	-231	-324
7.8	10623	-354	-12468	-107	2030	-59	-319	0	0	4
7.81	10624	-354	-12467	-106	2022	-71	-301	-1	8	4
7.82	10624	-355	-12467	-106	2019	-71	-307	1	-10	-7
7.83	10624	-355	-12467	-105	2025	-58	-314	-1	2	1
7.84	10625	-356	-12467	-105	2024	-72	-306	-1	-4	-4
7.85	10625	-356	-12467	-104	2016	-61	-326	-2	1	0
7.86	10625	-357	-12466	-104	2025	-69	-297	-3	6	5
7.87	10626	-357	-12466	-103	2017	-63	-298	1	-5	-3
7.88	10626	-357	-12465	-103	2031	-69	-301	0	1	-2
7.89	10626	-358	-12465	-102	2021	-60	-309	-1	-6	-1
7.9	10627	-358	-12465	-102	2025	-62	-305	0	1	-3
7.91	10627	-359	-12464	-101	2022	-74	-302	-2	4	7
7.92	10628	-359	-12464	-101	2016	-74	-296	1	-2	-3
7.93	10628	-360	-12463	-100	2020	-79	-291	-1	3	0
7.94	10629	-360	-12463	-100	2019	-64	-314	1	-6	-2
7.95	10629	-360	-12463	-99	2030	-49	-310	0	0	-4
7.96	10629	-360	-12463	-99	2021	-61	-303	-1	2	5
7.97	10630	-361	-12462	-99	2012	-59	-301	0	-2	-4
7.98	10630	-361	-12462	-98	2025	-73	-295	1	3	7
7.99	10631	-362	-12462	-98	2022	-71	-307	0	-3	-4
8	10631	-362	-12461	-97	2019	-62	-298	0	0	-3
8.01	10631	-362	-12461	-97	2030	-67	-301	-1	-1	2
8.02	10632	-363	-12460	-96	2022	-63	-302	0	-1	-6
8.03	10632	-363	-12460	-96	2032	-64	-296	1	6	7
8.04	10633	-363	-12460	-96	2025	-59	-301	1	-4	-4
8.05	10633	-364	-12459	-95	2028	-65	-304	-2	0	2
8.06	10633	-364	-12459	-95	2025	-69	-308	0	-1	-1
8.07	10633	-364	-12459	-95	2025	-69	-308	0	-1	-1
8.08	10634	-365	-12459	-94	2024	-73	-296	1	-2	-7
8.09	10634	-365	-12459	-94	2024	-73	-296	1	-2	-7
8.1	10635	-365	-12458	-94	2021	-71	-292	0	4	7
8.11	10635	-365	-12458	-94	2021	-71	-292	0	4	7
8.12	10635	-365	-12458	-93	2028	-67	-301	1	-1	-5
8.13	10635	-365	-12458	-93	2028	-67	-301	1	-1	-5
8.14	10635	-366	-12457	-93	2020	-70	-297	1	0	4
8.15	10635	-366	-12457	-93	2020	-70	-297	1	0	4
8.16	10636	-366	-12457	-92	2027	-63	-292	0	-1	-4
8.17	10636	-366	-12457	-92	2027	-63	-292	0	-1	-4
8.18	10636	-367	-12457	-92	2026	-63	-312	0	0	1
8.19	10636	-367	-12457	-92	2026	-63	-312	0	0	1
8.2	10636	-367	-12456	-91	2023	-66	-309	0	1	1
8.21	10636	-367	-12456	-91	2023	-66	-309	0	1	1
8.22	10637	-367	-12456	-91	2032	-61	-299	0	1	-4
8.23	10637	-367	-12456	-91	2032	-61	-299	0	1	-4
8.24	10637	-367	-12456	-91	2025	-64	-299	1	2	4
8.25	10637	-367	-12456	-91	2025	-64	-299	1	2	4
8.26	10638	-368	-12455	-90	2022	-59	-305	0	0	-5
8.27	10638	-368	-12455	-90	2022	-59	-305	0	0	-5
8.28	10638	-368	-12455	-90	2012	-70	-310	2	1	4
8.29	10638	-368	-12455	-90	2012	-70	-310	2	1	4
8.3	10638	-368	-12455	-90	2030	-62	-311	0	-1	-3
8.31	10638	-368	-12455	-90	2030	-62	-311	0	-1	-3
8.32	10638	-369	-12455	-89	2023	-66	-306	0	0	1
8.33	10638	-369	-12455	-89	2023	-66	-306	0	0	1
8.34	10639	-369	-12455	-89	2029	-68	-309	1	2	2
8.35	10639	-369	-12455	-89	2029	-68	-309	1	2	2
8.36	10639	-370	-12454	-88	2021	-69	-301	0	-1	-3
8.37	10639	-370	-12454	-88	2021	-69	-301	0	-1	-3
8.38	10639	-370	-12454	-88	2027	-65	-303	3	-1	3
8.39	10639	-370	-12454	-88	2027	-65	-303	3	-1	3
8.4	10640	-370	-12454	-87	2028	-68	-307	0	-1	-5
