Timestamp	Quat_w	Quat_x	Quat_y	Quat_z	Timestamp	Acc_x	Acc_y	Acc_z	Timestamp	Gyro_x	Gyro_y	Gyro_z			Timestamp	Quat_w_n	Quat_x_n	Quat_y_n	Quat_z_n	Modulo Quat
0	10749	-43	-12360	366	0	2017	-43	-309	0	-14	-1	17			0	0.656053514	-0.002624458	-0.754379145	0.022338412	16384.33416
0.01	10748	-39	-12361	370	0.01	2003	-41	-305	0.01	33	7	18			0.01	0.655985345	-0.002380297	-0.754431973	0.022582302	16384.51238
0.02	10748	-38	-12361	369	0.02	2032	-25	-297	0.02	-15	5	13			0.02	0.655986342	-0.002319267	-0.754433119	0.022521303	16384.48748
0.03	10751	-36	-12358	370	0.03	2019	-14	-256	0.03	17	9	29			0.03	0.656180525	-0.002197237	-0.75426276	0.022582717	16384.21072
0.04	10754	-33	-12356	370	0.04	2026	-19	-260	0.04	15	7	18			0.04	0.656345438	-0.002014078	-0.754119791	0.022582092	16384.66481
0.05	10754	-33	-12355	369	0.05	2020	-25	-256	0.05	-1	-7	21			0.05	0.656376551	-0.002014174	-0.754094503	0.022522126	16383.88815
0.06	10755	-32	-12354	373	0.06	2017	-37	-279	0.06	25	4	28			0.06	0.65643795	-0.001953139	-0.754033885	0.022766281	16383.87909
0.07	10752	-33	-12356	375	0.07	2018	-56	-305	0.07	2	-7	22			0.07	0.656271395	-0.002014226	-0.754174977	0.02288893	16383.46587
0.08	10751	-33	-12357	378	0.08	2020	-52	-300	0.08	14	2	24			0.08	0.656203673	-0.002014205	-0.754228331	0.023071806	16383.63278
0.09	10751	-33	-12357	377	0.09	2020	-45	-296	0.09	8	10	15			0.09	0.656204595	-0.002014208	-0.754229391	0.023010802	16383.60974
0.1	10751	-32	-12357	376	0.1	2011	-26	-282	0.1	5	-5	15			0.1	0.656205595	-0.001953175	-0.754230541	0.0229498	16383.58477
0.11	10752	-30	-12357	376	0.11	2021	-18	-283	0.11	14	7	23			0.11	0.656240499	-0.001831028	-0.754200506	0.022948886	16384.23721
0.12	10751	-28	-12358	377	0.12	2020	-33	-290	0.12	7	-4	19			0.12	0.65617476	-0.001708947	-0.754256133	0.023009756	16384.35467
0.13	10751	-27	-12357	376	0.13	2021	-22	-278	0.13	7	-3	21			0.13	0.656205956	-0.001647992	-0.754230955	0.022949813	16383.57577
0.14	10750	-26	-12359	378	0.14	2020	-32	-303	0.14	16	1	25			0.14	0.656109006	-0.001586868	-0.75431174	0.023070624	16384.47256
0.15	10749	-27	-12359	380	0.15	2018	-50	-297	0.15	6	-1	23			0.15	0.656072326	-0.001647963	-0.754339742	0.023193551	16383.86435
0.16	10750	-27	-12359	381	0.16	2023	-43	-282	0.16	8	7	23			0.16	0.656106158	-0.001647895	-0.754308466	0.023253623	16384.54366
0.17	10751	-26	-12357	382	0.17	2034	-38	-275	0.17	9	6	19			0.17	0.656200462	-0.001586942	-0.75422464	0.023315838	16383.71295
0.18	10752	-25	-12356	382	0.18	2027	-34	-271	0.18	4	2	22			0.18	0.656265484	-0.001525915	-0.754168185	0.02331598	16383.61343
0.19	10753	-24	-12355	383	0.19	2018	-30	-271	0.19	12	1	22			0.19	0.656329565	-0.001464885	-0.754110646	0.023377125	16383.53744
0.2	10753	-23	-12356	384	0.2	2010	-40	-292	0.2	8	0	18			0.2	0.656298476	-0.001403782	-0.754135959	0.023437051	16384.31353
0.21	10751	-23	-12357	385	0.21	2021	-37	-298	0.21	9	-4	25			0.21	0.656197829	-0.001403828	-0.754221614	0.023498853	16383.77869
0.22	10751	-22	-12358	387	0.22	2027	-40	-297	0.22	12	4	21			0.22	0.65616579	-0.001342726	-0.754245822	0.023619771	16384.57866
0.23	10750	-22	-12358	388	0.23	2021	-37	-303	0.23	9	6	25			0.23	0.656130086	-0.001342778	-0.754274939	0.023681718	16383.94617
0.24	10750	-21	-12358	389	0.24	2011	-39	-284	0.24	8	-2	22			0.24	0.656129188	-0.001281741	-0.754273908	0.023742721	16383.96857
0.25	10750	-21	-12358	388	0.25	2019	-24	-278	0.25	13	2	10			0.25	0.656130138	-0.001281743	-0.754275	0.02368172	16383.94485
0.26	10749	-21	-12359	389	0.26	2029	-27	-293	0.26	9	1	32			0.26	0.656064221	-0.001281733	-0.754330422	0.023742579	16384.06677
0.27	10750	-19	-12358	390	0.27	2019	-28	-278	0.27	10	0	20			0.27	0.656128334	-0.001159669	-0.754272926	0.023803726	16383.9899
0.28	10751	-17	-12358	389	0.28	2025	-27	-280	0.28	9	4	20			0.28	0.656164131	-0.001037558	-0.754243916	0.023741777	16384.62007
0.29	10751	-18	-12357	391	0.29	2018	-40	-284	0.29	8	3	30			0.29	0.656192388	-0.001098639	-0.754215361	0.023864871	16383.91452
0.3	10751	-18	-12357	391	0.3	2025	-46	-283	0.3	13	4	12			0.3	0.656192388	-0.001098639	-0.754215361	0.023864871	16383.91452
0.31	10751	-17	-12357	392	0.31	2015	-35	-280	0.31	6	-1	23			0.31	0.656191474	-0.001037602	-0.75421431	0.023925873	16383.93735
0.32	10752	-16	-12357	392	0.32	2020	-24	-276	0.32	9	1	21			0.32	0.656226267	-0.000976527	-0.75418415	0.023924916	16384.59255
0.33	10750	-13	-12358	391	0.33	2022	-19	-301	0.33	12	1	17			0.33	0.656127614	-0.000793457	-0.754272098	0.023864735	16384.00787
0.34	10749	-13	-12359	392	0.34	2012	-35	-298	0.34	8	1	29			0.34	0.65606169	-0.000793451	-0.754327512	0.023925591	16384.12997
0.35	10749	-12	-12359	393	0.35	2020	-33	-294	0.35	12	5	20			0.35	0.656060761	-0.000732415	-0.754326444	0.023986592	16384.15317
0.36	10749	-12	-12359	395	0.36	2023	-47	-289	0.36	8	1	22			0.36	0.656058835	-0.000732413	-0.75432423	0.024108591	16384.20126
0.37	10750	-12	-12358	397	0.37	2030	-43	-275	0.37	8	1	25			0.37	0.656121867	-0.000732415	-0.754265491	0.024230733	16384.1514
0.38	10750	-12	-12358	396	0.38	2012	-45	-287	0.38	10	2	15			0.38	0.656122836	-0.000732416	-0.754266605	0.024169734	16384.1272
0.39	10749	-11	-12359	397	0.39	2022	-33	-288	0.39	8	-2	22			0.39	0.656056928	-0.000671377	-0.754322037	0.024230589	16384.2489
0.4	10749	-10	-12359	397	0.4	2018	-34	-290	0.4	7	3	19			0.4	0.656056954	-0.000610342	-0.754322066	0.02423059	16384.24826
0.41	10749	-8	-12359	397	0.41	2023	-29	-287	0.41	12	2	21			0.41	0.656056998	-0.000488274	-0.754322117	0.024230592	16384.24716
0.42	10749	-8	-12359	398	0.42	2017	-32	-291	0.42	7	1	25			0.42	0.656056026	-0.000488273	-0.754321	0.02429159	16384.27142
0.43	10750	-6	-12358	399	0.43	2015	-33	-274	0.43	12	4	19			0.43	0.656120053	-0.000366207	-0.754263406	0.024352735	16384.19668
0.44	10750	-6	-12358	400	0.44	2012	-36	-284	0.44	9	0	24			0.44	0.656119077	-0.000366206	-0.754262284	0.024413733	16384.22107
0.45	10750	-5	-12358	401	0.45	2026	-36	-290	0.45	8	1	19			0.45	0.656118111	-0.000305171	-0.754261174	0.024474731	16384.24518
0.46	10750	-3	-12358	401	0.46	2015	-29	-276	0.46	10	1	20			0.46	0.656118131	-0.000183103	-0.754261196	0.024474732	16384.24469
0.47	10749	-3	-12358	401	0.47	2023	-32	-292	0.47	8	-1	23			0.47	0.656083369	-0.00018311	-0.754291402	0.024475712	16383.58859
0.48	10750	-1	-12358	402	0.48	2017	-33	-286	0.48	11	3	19			0.48	0.656117159	-6.10342E-05	-0.754260079	0.02453573	16384.26895
0.49	10751	0	-12357	403	0.49	2019	-29	-275	0.49	9	2	24			0.49	0.656181139	0	-0.754202431	0.024596875	16384.1954
0.5	10751	1	-12357	403	0.5	2018	-38	-280	0.5	9	3	19			0.5	0.656181138	6.10344E-05	-0.754202429	0.024596875	16384.19543
0.51	10747	2	-12360	409	0.51	2027	-51	-299	0.51	32	-23	26			0.51	0.655945511	0.00012207	-0.754395321	0.024963405	16383.98285
0.52	10747	3	-12360	408	0.52	2014	-26	-299	0.52	-12	-1	6			0.52	0.655946503	0.000183106	-0.754396462	0.024902407	16383.95807
0.53	10743	9	-12363	409	0.53	2015	-31	-294	0.53	26	-21	4			0.53	0.655715677	0.000549329	-0.754594891	0.02496395	16383.62536
0.54	10747	11	-12361	394	0.54	2028	-55	-276	0.54	-50	19	-54			0.54	0.655929881	0.000671371	-0.754438379	0.024047304	16384.37326
0.55	10729	23	-12376	383	0.55	2001	41	-335	0.55	2	-105	-30			0.55	0.654860123	0.001403838	-0.755387163	0.023376962	16383.65146
0.56	10757	15	-12351	430	0.56	2003	-23	-212	0.56	177	175	230			0.56	0.656543046	0.00091551	-0.753831288	0.026244632	16384.3027
0.57	10742	29	-12364	431	0.57	2048	-156	-378	0.57	47	-64	-94			0.57	0.655627185	0.001769986	-0.754624326	0.026305652	16384.31146
0.58	10743	41	-12363	435	0.58	1997	60	-285	0.58	72	7	37			0.58	0.655686922	0.002502389	-0.7545618	0.026549736	16384.34387
0.59	10758	45	-12348	459	0.59	2026	-107	-253	0.59	114	103	48			0.59	0.656634658	0.002746659	-0.753683282	0.028015924	16383.53973
0.6	10761	55	-12346	447	0.6	2012	31	-303	0.6	-6	33	-27			0.6	0.656811288	0.003356995	-0.753553773	0.027283212	16383.70138
0.61	10763	54	-12344	461	0.61	2029	-73	-285	0.61	57	19	59			0.61	0.656925687	0.00329592	-0.7534229	0.028137391	16383.89276
0.62	10767	63	-12341	450	0.62	1999	16	-260	0.62	-6	22	-29			0.62	0.657166038	0.003845218	-0.753235448	0.027465842	16383.98727
0.63	10766	54	-12341	455	0.63	2019	-41	-271	0.63	-11	-7	78			0.63	0.65712711	0.003296012	-0.753260789	0.027771952	16383.43609
0.64	10763	35	-12345	443	0.64	2016	-32	-285	0.64	-120	-23	60			0.64	0.656917457	0.002136218	-0.753474496	0.027038412	16384.09802
0.65	10762	17	-12345	449	0.65	2023	-5	-280	0.65	-36	1	139			0.65	0.656877355	0.001037625	-0.753498509	0.027405495	16383.57589
0.66	10751	-29	-12355	454	0.66	2022	-86	-287	0.66	-147	-70	214			0.66	0.656187098	-0.001770014	-0.754087211	0.027709882	16384.0466
0.67	10757	-23	-12349	465	0.67	2034	-184	-259	0.67	59	32	-35			0.67	0.656564778	-0.001403829	-0.753734168	0.028381763	16383.76037
0.68	10760	69	-12349	402	0.68	1997	177	-150	0.68	88	-72	-489			0.68	0.656730563	0.004211376	-0.753714286	0.024535844	16384.19256
0.69	10750	46	-12358	407	0.69	2029	60	-521	0.69	-49	59	186			0.69	0.656109631	0.002807539	-0.754251426	0.024840616	16384.45693
0.7	10762	21	-12346	432	0.7	2047	-194	-119	0.7	1	12	137			0.7	0.656865284	0.001281748	-0.753545697	0.026367385	16383.87698
0.71	10757	53	-12352	379	0.71	2021	21	-272	0.71	-100	-53	-284			0.71	0.656560132	0.003234888	-0.753911942	0.023132499	16383.87631
0.72	10748	21	-12360	401	0.72	2018	-47	-461	0.72	-25	33	228			0.72	0.655987666	0.001281703	-0.754373609	0.024474419	16384.4544
0.73	10762	12	-12347	418	0.73	2031	-150	-128	0.73	35	26	59			0.73	0.656849995	0.00073241	-0.753589192	0.025512293	16384.25833
0.74	10753	39	-12355	381	0.74	2021	55	-317	0.74	-47	-52	-183			0.74	0.656330278	0.002380441	-0.754111465	0.023255076	16383.51965
0.75	10757	20	-12352	403	0.75	2026	-18	-351	0.75	27	67	189			0.75	0.656540127	0.001220675	-0.75388897	0.024596604	16384.37555
0.76	10761	22	-12348	409	0.76	2023	-96	-192	0.76	29	-13	-2			0.76	0.65679377	0.001342762	-0.753655745	0.024963168	16384.13837
0.77	10753	41	-12356	385	0.77	2006	47	-339	0.77	-22	-37	-103			0.77	0.656296128	0.002502385	-0.754133261	0.023498001	16384.37216
0.78	10756	20	-12352	411	0.78	2027	-73	-329	0.78	33	59	183			0.78	0.656497436	0.001220709	-0.753910035	0.025085575	16383.91775
0.79	10756	25	-12352	414	0.79	2030	-100	-239	0.79	27	-24	-27			0.79	0.656494135	0.001525879	-0.753906243	0.025268554	16384.00015
0.8	10750	38	-12358	399	0.8	2004	39	-327	0.8	-10	-26	-47			0.8	0.656118332	0.002319302	-0.754261428	0.024352671	16384.23965
0.81	10757	22	-12351	419	0.81	2016	-76	-283	0.81	28	57	136			0.81	0.65655415	0.001342771	-0.753844037	0.025573691	16384.0256
0.82	10754	30	-12353	414	0.82	2024	-75	-249	0.82	6	-35	-51			0.82	0.656394121	0.001831116	-0.753992614	0.025269404	16383.44961
0.83	10754	31	-12354	412	0.83	2003	32	-326	0.83	-4	-11	-5			0.83	0.656365858	0.001892072	-0.754021184	0.025146246	16384.15506
0.84	10761	19	-12347	426	0.84	2032	-73	-268	0.84	13	52	106			0.84	0.656806766	0.001159681	-0.753609621	0.026001271	16383.81418
0.85	10756	27	-12352	418	0.85	2020	-41	-275	0.85	-2	-41	-45			0.85	0.656489938	0.001647939	-0.753901424	0.025512532	16384.10489
0.86	10754	30	-12354	415	0.86	2014	15	-326	0.86	6	8	25			0.86	0.6563629	0.001831029	-0.754017785	0.025329236	16384.22891
0.87	10759	21	-12349	427	0.87	2027	-75	-268	0.87	17	35	79			0.87	0.656675783	0.001281735	-0.753721465	0.026061954	16384.0365
0.88	10753	31	-12354	419	0.88	2020	-31	-302	0.88	4	-39	-44			0.88	0.656324005	0.001892127	-0.754043221	0.025574236	16383.67624
0.89	10753	31	-12354	420	0.89	2013	-4	-309	0.89	10	17	41			0.89	0.656322979	0.001892124	-0.754042043	0.025635232	16383.70184
0.9	10756	25	-12352	427	0.9	2028	-69	-271	0.9	11	17	54			0.9	0.656480766	0.001525848	-0.753890891	0.026061481	16384.3338
0.91	10751	35	-12356	419	0.91	2012	-11	-297	0.91	2	-30	-38			0.91	0.656193772	0.002136246	-0.754155915	0.025573918	16383.87997
0.92	10753	33	-12355	423	0.92	2020	-9	-304	0.92	14	24	58			0.92	0.656289526	0.002014094	-0.754064641	0.025817025	16384.53698
0.93	10755	30	-12353	428	0.93	2017	-64	-264	0.93	11	7	36			0.93	0.656414445	0.001831003	-0.753945853	0.026122304	16384.46575
0.94	10751	36	-12356	422	0.94	2013	-21	-296	0.94	4	-18	-19			0.94	0.656190601	0.002197271	-0.754152272	0.0257569	16383.95914
0.95	10753	32	-12354	428	0.95	2013	-35	-297	0.95	12	23	63			0.95	0.656314608	0.001953136	-0.754032426	0.026123189	16383.9108
0.96	10753	32	-12354	428	0.96	2023	-54	-267	0.96	11	-4	10			0.96	0.656314608	0.001953136	-0.754032426	0.026123189	16383.9108
0.97	10753	33	-12354	427	0.97	2016	-12	-295	0.97	9	-13	-4			0.97	0.656315574	0.002014174	-0.754033535	0.026062192	16383.88669
0.98	10756	29	-12352	432	0.98	2019	-37	-286	0.98	10	24	57			0.98	0.65647525	0.001769969	-0.753884557	0.026366429	16384.47146
0.99	10756	30	-12352	431	0.99	2026	-41	-287	0.99	8	-9	0			0.99	0.656476233	0.001831005	-0.753885685	0.026305435	16384.44692
1	10755	32	-12353	429	1	2012	-14	-287	1	6	-2	16			1	0.656413246	0.001953066	-0.753944475	0.02618329	16384.49569
1.01	10758	29	-12350	435	1.01	2017	-49	-271	1.01	13	19	46			1.01	0.656601934	0.001769981	-0.75376779	0.026549716	16384.35626
1.02	10758	30	-12350	434	1.02	2031	-34	-273	1.02	6	-13	1			1.02	0.656602924	0.001831018	-0.753768927	0.026488722	16384.33154
1.03	10758	30	-12350	435	1.03	2020	-33	-290	1.03	10	4	26			1.03	0.656601861	0.001831015	-0.753767707	0.026549713	16384.35806
1.04	10760	29	-12348	438	1.04	2017	-53	-272	1.04	9	10	30			1.04	0.656728577	0.001769993	-0.753650973	0.026733003	16384.24209
1.05	10759	30	-12348	437	1.05	2016	-26	-287	1.05	8	-12	2			1.05	0.656694863	0.001831104	-0.753682328	0.026673079	16383.56048
1.06	10759	31	-12348	439	1.06	2024	-24	-297	1.06	13	8	31			1.06	0.656692645	0.001892134	-0.753679782	0.026795062	16383.61581
1.07	10760	30	-12347	440	1.07	2034	-42	-281	1.07	6	8	24			1.07	0.656756566	0.001831106	-0.753622056	0.026856216	16383.54385
1.08	10760	31	-12347	439	1.08	2021	-27	-284	1.08	8	-6	11			1.08	0.656757567	0.001892145	-0.753623204	0.02679522	16383.51888
1.09	10761	30	-12347	441	1.09	2025	-38	-283	1.09	10	9	34			1.09	0.656790196	0.001831029	-0.75359061	0.02691613	16384.22751
1.1	10760	30	-12348	444	1.1	2014	-56	-296	1.1	12	1	23			1.1	0.656722032	0.001831009	-0.753643462	0.027098939	16384.40539
1.11	10759	31	-12348	443	1.11	2020	-34	-304	1.11	9	-5	12			1.11	0.656688329	0.001892122	-0.75367483	0.027039031	16383.72348
1.12	10760	30	-12347	445	1.12	2021	-41	-283	1.12	9	9	28			1.12	0.656751153	0.001831091	-0.753615844	0.027161177	16383.67889
1.13	10760	31	-12348	446	1.13	2017	-39	-286	1.13	10	-1	20			1.13	0.65671978	0.001892037	-0.753640878	0.027220913	16384.46157
1.14	10759	32	-12348	445	1.14	2018	-22	-293	1.14	7	-2	13			1.14	0.65668608	0.001953151	-0.753672248	0.02716101	16383.7796
1.15	10761	32	-12347	446	1.15	2018	-30	-279	1.15	9	8	31			1.15	0.656784619	0.001953081	-0.753584211	0.027221071	16384.36663
1.16	10760	34	-12347	447	1.16	2023	-36	-277	1.16	10	-2	19			1.16	0.656748657	0.002075228	-0.753612981	0.027283146	16383.74115
1.17	10760	35	-12348	447	1.17	2025	-38	-295	1.17	8	1	20			1.17	0.656718365	0.002136166	-0.753639254	0.027281887	16384.49688
1.18	10760	35	-12348	449	1.18	2021	-33	-288	1.18	9	5	31			1.18	0.656716173	0.002136159	-0.753636738	0.027403863	16384.55157
1.19	10759	35	-12348	448	1.19	2022	-35	-289	1.19	9	-3	10			1.19	0.656682557	0.002136248	-0.753668205	0.027343971	16383.86749
1.2	10760	36	-12348	449	1.2	2017	-37	-282	1.2	9	3	20			1.2	0.656716086	0.002197191	-0.753636639	0.027403859	16384.55373
1.21	10759	36	-12348	450	1.21	2026	-33	-299	1.21	9	5	30			1.21	0.656680273	0.002197276	-0.753665584	0.027465947	16383.92447
1.22	10759	37	-12348	449	1.22	2011	-28	-286	1.22	8	0	13			1.22	0.656681284	0.002258315	-0.753666743	0.027404954	16383.89926
1.23	10758	37	-12349	451	1.23	2010	-34	-293	1.23	8	2	30			1.23	0.656614157	0.002258294	-0.753720787	0.027526769	16384.05124
1.24	10759	37	-12348	451	1.24	2031	-38	-275	1.24	6	3	22			1.24	0.656679082	0.002258307	-0.753664216	0.027526932	16383.95419
1.25	10759	38	-12348	450	1.25	2023	-39	-281	1.25	14	0	15			1.25	0.656680092	0.002319346	-0.753665376	0.027465939	16383.92899
1.26	10759	38	-12348	452	1.26	2017	-37	-274	1.26	7	1	27			1.26	0.656677886	0.002319338	-0.753662844	0.027587918	16383.98404
1.27	10759	38	-12348	451	1.27	2022	-30	-285	1.27	11	4	13			1.27	0.65667899	0.002319342	-0.753664111	0.027526929	16383.95648
1.28	10758	40	-12349	450	1.28	2018	-21	-289	1.28	9	-1	22			1.28	0.656614977	0.002441402	-0.753721728	0.027465769	16384.03079
1.29	10758	40	-12349	452	1.29	2017	-39	-286	1.29	7	4	27			1.29	0.656612771	0.002441393	-0.753719195	0.027587746	16384.08585
1.3	10758	42	-12349	452	1.3	2028	-38	-293	1.3	12	2	18			1.3	0.65661257	0.002563462	-0.753718965	0.027587738	16384.09085
1.31	10757	41	-12350	454	1.31	2011	-36	-290	1.31	8	0	28			1.31	0.656545527	0.002502405	-0.753773102	0.027709554	16384.24078
1.32	10757	42	-12350	455	1.32	2015	-41	-292	1.32	10	4	19			1.32	0.656544314	0.002563434	-0.753771709	0.027770537	16384.27105
1.33	10755	44	-12351	455	1.33	2015	-36	-293	1.33	10	-2	19			1.33	0.656444439	0.002685593	-0.75385823	0.027771476	16383.71713
1.34	10756	45	-12351	455	1.34	2023	-29	-278	1.34	9	1	21			1.34	0.656479063	0.002746519	-0.753827901	0.027770358	16384.37631
1.35	10756	47	-12351	456	1.35	2022	-32	-285	1.35	13	3	20			1.35	0.656477724	0.002868581	-0.753826363	0.027831335	16384.40972
1.36	10755	47	-12352	458	1.36	2017	-43	-300	1.36	7	1	26			1.36	0.656410553	0.002868554	-0.753880348	0.027953141	16384.56292
1.37	10754	48	-12352	457	1.37	2026	-27	-292	1.37	7	3	19			1.37	0.656376818	0.002929709	-0.753911703	0.027893268	16383.8815
1.38	10755	50	-12352	457	1.38	2015	-33	-281	1.38	10	2	20			1.38	0.656411316	0.003051657	-0.753881225	0.027892141	16384.54388
1.39	10754	50	-12352	458	1.39	2022	-35	-289	1.39	8	0	24			1.39	0.656375459	0.003051774	-0.753910143	0.027954246	16383.91541
1.4	10754	52	-12352	459	1.4	2011	-40	-289	1.4	11	3	18			1.4	0.656374089	0.003173838	-0.753908568	0.028015223	16383.94962
1.41	10753	52	-12353	460	1.41	2016	-37	-291	1.41	8	1	24			1.41	0.656308021	0.003173814	-0.753963822	0.028076043	16384.07526
1.42	10752	53	-12354	461	1.42	2020	-36	-302	1.42	9	1	21			1.42	0.656241818	0.003234823	-0.754018919	0.028136856	16384.20428
1.43	10751	54	-12355	462	1.43	2022	-41	-293	1.43	11	1	21			1.43	0.656175606	0.003295831	-0.754074004	0.028197668	16384.33355
1.44	10751	54	-12355	463	1.44	2019	-44	-285	1.44	8	1	23			1.44	0.656174476	0.003295826	-0.754072704	0.028258653	16384.36178
1.45	10751	56	-12355	462	1.45	2013	-25	-289	1.45	6	4	16			1.45	0.656175337	0.003417898	-0.754073695	0.028197657	16384.34027
1.46	10751	56	-12355	463	1.46	2018	-35	-286	1.46	10	1	23			1.46	0.656174207	0.003417892	-0.754072395	0.028258642	16384.3685
1.47	10749	58	-12356	463	1.47	2021	-27	-300	1.47	9	-1	21			1.47	0.65607421	0.003540079	-0.754158799	0.028259592	16383.81732
1.48	10750	59	-12355	463	1.48	2019	-30	-282	1.48	8	3	20			1.48	0.656139028	0.003601135	-0.754102111	0.028259755	16383.72287
1.49	10745	118	-12360	432	1.49	2016	-38	-293	1.49	-2	-2	3			1.49	0.655835316	0.007202286	-0.754408981	0.026367693	16383.68618
1.5	10745	118	-12360	431	1.5	2014	-32	-288	1.5	2	1	-4			1.5	0.65583637	0.007202298	-0.754410194	0.026306699	16383.65985
1.51	10745	119	-12360	431	1.51	2022	-36	-290	1.51	-2	-1	3			1.51	0.65583608	0.007263331	-0.754409861	0.026306687	16383.66708
1.52	10745	119	-12360	430	1.52	2019	-41	-295	1.52	0	1	1			1.52	0.655837132	0.007263343	-0.754411071	0.026245693	16383.6408
1.53	10745	119	-12360	430	1.53	2025	-38	-279	1.53	-1	2	0			1.53	0.655837132	0.007263343	-0.754411071	0.026245693	16383.6408
1.54	10745	120	-12360	429	1.54	2018	-39	-275	1.54	-3	0	1			1.54	0.65583789	0.007324388	-0.754411942	0.026184686	16383.62188
1.55	10745	120	-12360	429	1.55	2015	-36	-277	1.55	3	0	-7			1.55	0.65583789	0.007324388	-0.754411942	0.026184686	16383.62188
1.56	10745	120	-12360	428	1.56	2023	-37	-284	1.56	-2	-4	2			1.56	0.655838937	0.007324399	-0.754413146	0.026123691	16383.59573
1.57	10745	121	-12360	428	1.57	2017	-31	-298	1.57	-1	-2	-2			1.57	0.655838642	0.007385433	-0.754412808	0.02612368	16383.60308
1.58	10745	121	-12361	427	1.58	2021	-25	-305	1.58	1	-1	-2			1.58	0.655809488	0.007385105	-0.754440305	0.026061485	16384.33142
1.59	10745	122	-12361	427	1.59	2018	-35	-285	1.59	-1	1	6			1.59	0.655809191	0.007446135	-0.754439964	0.026061473	16384.33883
1.6	10745	122	-12361	426	1.6	2017	-35	-283	1.6	-1	3	-3			1.6	0.655810233	0.007446147	-0.754441163	0.02600048	16384.3128
1.61	10745	123	-12361	426	1.61	2022	-37	-282	1.61	-2	0	1			1.61	0.655809934	0.007507177	-0.754440818	0.026000468	16384.32028
1.62	10745	123	-12361	426	1.62	2020	-42	-276	1.62	-2	-1	2			1.62	0.655809934	0.007507177	-0.754440818	0.026000468	16384.32028
1.63	10745	123	-12361	425	1.63	2020	-41	-295	1.63	1	-2	-6			1.63	0.655810973	0.007507189	-0.754442014	0.025939475	16384.29431
1.64	10745	124	-12361	425	1.64	2009	-35	-283	1.64	-1	-1	3			1.64	0.655810672	0.00756822	-0.754441667	0.025939464	16384.30185
1.65	10745	124	-12361	424	1.65	2021	-33	-286	1.65	1	0	-5			1.65	0.655811709	0.007568232	-0.75444286	0.02587847	16384.27594
1.66	10745	125	-12361	424	1.66	2020	-28	-289	1.66	0	1	0			1.66	0.655811405	0.007629263	-0.75444251	0.025878458	16384.28354
1.67	10745	125	-12361	423	1.67	2019	-25	-287	1.67	-2	2	3			1.67	0.655812439	0.007629275	-0.7544437	0.025817465	16384.25769
1.68	10744	126	-12361	422	1.68	2012	-26	-290	1.68	0	0	-5			1.68	0.655778379	0.007690625	-0.754474734	0.02575749	16383.58377
1.69	10745	126	-12361	422	1.69	2026	-38	-283	1.69	-2	-2	5			1.69	0.655813165	0.007690317	-0.754444535	0.025756459	16384.23956
1.7	10745	126	-12361	422	1.7	2021	-47	-282	1.7	1	-1	-2			1.7	0.655813165	0.007690317	-0.754444535	0.025756459	16384.23956
1.71	10744	126	-12361	421	1.71	2016	-43	-289	1.71	-1	0	-3			1.71	0.655779409	0.007690637	-0.754475919	0.025696494	16383.55804
1.72	10744	127	-12361	421	1.72	2026	-37	-290	1.72	-1	2	1			1.72	0.655779099	0.00775167	-0.754475563	0.025696482	16383.56576
1.73	10744	127	-12361	421	1.73	2007	-32	-288	1.73	2	2	-6			1.73	0.655779099	0.00775167	-0.754475563	0.025696482	16383.56576
1.74	10744	128	-12361	420	1.74	2018	-33	-287	1.74	-2	-1	3			1.74	0.655779815	0.007812716	-0.754476387	0.025635473	16383.54788
1.75	10744	128	-12361	420	1.75	2023	-32	-275	1.75	1	1	-2			1.75	0.655779815	0.007812716	-0.754476387	0.025635473	16383.54788
1.76	10744	128	-12362	419	1.76	2012	-36	-298	1.76	0	-2	-3			1.76	0.655750642	0.007812368	-0.754503856	0.025573298	16384.27676
1.77	10744	129	-12362	419	1.77	2014	-38	-304	1.77	-2	-1	5			1.77	0.655750328	0.007873398	-0.754503495	0.025573286	16384.2846
1.78	10744	129	-12362	419	1.78	2026	-40	-291	1.78	0	2	-5			1.78	0.655750328	0.007873398	-0.754503495	0.025573286	16384.2846
1.79	10744	129	-12362	418	1.79	2003	-41	-283	1.79	-2	0	2			1.79	0.65575135	0.007873411	-0.754504671	0.025512292	16384.25906
1.8	10744	130	-12362	418	1.8	2018	-27	-277	1.8	-1	1	0			1.8	0.655751034	0.007934441	-0.754504307	0.02551228	16384.26697
1.81	10744	130	-12362	417	1.81	2033	-39	-281	1.81	1	0	-4			1.81	0.655752054	0.007934453	-0.754505481	0.025451285	16384.24148
1.82	10744	130	-12362	417	1.82	2011	-29	-295	1.82	-1	-2	4			1.82	0.655752054	0.007934453	-0.754505481	0.025451285	16384.24148
1.83	10744	131	-12362	416	1.83	2015	-34	-289	1.83	0	-2	-3			1.83	0.655752752	0.007995496	-0.754506285	0.025390278	16384.22403
1.84	10743	131	-12362	416	1.84	2016	-34	-289	1.84	0	-2	3			1.84	0.655717961	0.007995816	-0.754536483	0.025391294	16383.56829
1.85	10743	131	-12362	416	1.85	2022	-45	-293	1.85	-2	-1	4			1.85	0.655717961	0.007995816	-0.754536483	0.025391294	16383.56829
1.86	10743	132	-12362	415	1.86	2020	-38	-276	1.86	-1	1	-5			1.86	0.655718655	0.008056861	-0.754537281	0.025330284	16383.55096
